gene_name	chromosome	start	end	length
	5	96741079	96742698	1620
SAMD9	7	93099513	93118023	18511
RNA5SP255	8	13536029	13536135	107
ZNRD2	11	65570460	65573942	3483
C8orf48	8	13566869	13568288	1420
	12	55980432	55981035	604
SUOX	12	55997180	56006641	9462
	8	13583889	13584533	645
ERAP1	5	96760810	96808100	47291
	8	13629644	13632574	2931
	8	13695574	13705506	9933
HEPACAM2	7	93188534	93226469	37936
	8	13741809	13742781	973
RUNX1T1	8	91954972	92103385	148414
	10	16721352	16748377	27026
	10	16767235	16767416	182
	10	16817699	16821207	3509
CXCL12	10	44370165	44386493	16329
FAM89B	11	65572349	65574198	1850
EHBP1L1	11	65576046	65592650	16605
	16	654611	656194	1584
RHBDL1	16	675671	678268	2598
	10	44488335	44488445	111
	10	44509708	44515421	5714
	10	44591208	44602104	10897
C10orf53	10	49679651	49710261	30611
ENG	9	127811130	127854773	43644
RUFY2	10	68341107	68407294	66188
ZNF530	19	57599885	57612722	12838
	14	52871458	52872217	760
DDHD1	14	53036745	53153323	116579
ZNF106	15	42412823	42491141	78319
SAMD9L	7	93130056	93148385	18330
ZNF606	19	57977076	58003349	26274
OMG	17	31272013	31297539	25527
STUB1-DT	16	678504	679777	1274
IKZF4	12	56007659	56038435	30777
	16	678645	679061	417
KCNK7	11	65592836	65595996	3161
STUB1	16	680224	682870	2647
KRT18P9	6	34189780	34191079	1300
CYCSP55	6	34219439	34220066	628
	6	34236075	34236748	674
MIR6835	6	34240673	34240736	64
EVI2B	17	31303770	31314105	10336
SMIM29	6	34246381	34249108	2728
	7	130790208	130791724	1517
	7	130822868	130823219	352
H4P1	7	130823205	130823511	307
	7	130840204	130843725	3522
	17	31305213	31318831	13619
LINC00513	7	130853720	130930682	76963
	5	96784777	96785999	1223
EVI2A	17	31316410	31321749	5340
	5	96803688	96806105	2418
MIR29A	7	130876747	130876810	64
MIR29B1	7	130877459	130877539	81
	7	130930209	130932206	1998
CAP1	1	40040233	40072649	32417
	7	130936464	130939661	3198
Y_RNA	5	144087	144197	111
RNU6-1010P	7	131054886	131054992	107
LRRC14B	5	191495	196334	4840
	7	131242590	131242995	406
ZNF566	19	36445119	36489902	44784
	7	83355154	83362266	7113
AK4P1	17	31345519	31346190	672
SEMA3E	7	83363238	83649139	285902
MAP3K11	11	65597756	65615382	17627
	5	195778	196341	564
RAB11FIP4	17	31391675	31538211	146537
CCDC127	5	196868	218153	21286
	5	213898	217279	3382
	5	218298	314955	96658
PPP4R2P1	5	288833	290321	1489
	5	403731	404546	816
	5	418703	419109	407
DNA2	10	68414064	68472121	58058
EXOC3	5	443175	471937	28763
	12	56010091	56010574	484
	12	56029649	56041806	12158
RPS26	12	56041351	56044697	3347
	6	34248535	34286768	38234
RPL35P2	6	34263311	34263673	363
NUDT3	6	34279679	34392669	112991
ZNF433	19	12014715	12035741	21027
HMGA1	6	34236873	34246231	9359
	7	83372652	83373096	445
	12	56101331	56109289	7959
	7	83424880	83425002	123
RAD23BP2	7	83663419	83664625	1207
RSPH10B2	7	6754103	6799365	45263
PA2G4	12	56104537	56113910	9374
SLC9A3-OT1	5	466124	473098	6975
TEX101	19	43401496	43418597	17102
	14	53036755	53038251	1497
DDHD1-DT	14	53153354	53157528	4175
GMFB	14	54474484	54489025	14542
SLC9A3	5	470456	524449	53994
PCNX3	11	65615776	65637439	21664
RNU6-188P	15	42427591	42427697	107
MYEF2	15	48134632	48178353	43722
RN7SL79P	17	31465543	31465832	290
RN7SL45P	17	31518432	31518729	298
JMJD8	16	681670	684528	2859
	17	31533171	31533938	768
MIR4724	17	31534883	31534971	89
MIR193A	17	31559996	31560083	88
	17	31560132	31560573	442
RNU6ATAC7P	17	31563768	31563894	127
MIR365BHG	17	31571142	31575659	4518
MIR4725	17	31575269	31575358	90
MIR365B	17	31575411	31575521	111
TBC1D3L	17	37978155	37989060	10906
LYPD3	19	43460787	43465608	4822
HMGN3-AS1	6	79233699	79236797	3099
	6	79278105	79278427	323
Y_RNA	6	79301963	79302066	104
LCAL1	6	79307669	79313384	5716
	6	79326568	79327207	640
MTCL3	6	127472806	127519335	46530
RPL26P29	10	68424560	68424997	438
RNA5SP319	10	68461407	68461525	119
SLC25A16	10	68477998	68527523	49526
PHLDB3	19	43474954	43504935	29982
MIR4690	11	65636310	65636369	60
TTBK1	6	43243481	43288258	44778
SIPA1	11	65638101	65650918	12818
MFSD11	17	76735865	76781449	45585
SAMD4A-AS1	14	54684026	54729324	45299
RPL26P27	10	68499532	68499968	437
MAPK1IP1L	14	55051647	55070194	18548
Y_RNA	10	68503152	68503259	108
TMEM14DP	10	68544489	68544833	345
TET1	10	68560337	68694487	134151
H3P28	6	156662050	156662437	388
	6	156774217	156774662	446
	6	156776360	156778422	2063
MIR4466	6	156779678	156779731	54
	6	156780327	156780455	129
	6	156976294	156977072	779
	12	56104614	56113905	9292
	14	55064003	55064583	581
	6	157060632	157061587	956
MIR4506	14	93948226	93948302	77
	6	157107727	157119706	11980
RPL41	12	56116590	56117967	1378
	6	142748443	142753759	5317
DDX24	14	94048287	94081202	32916
HIVEP2	6	142751469	142956698	205230
PDGFA	7	497258	520296	23039
COX20P1	10	68632371	68632727	357
RPS3AP37	10	68674356	68675100	745
	10	68698500	68700794	2295
	10	68717311	68717795	485
Y_RNA	10	68735720	68735823	104
SNORD98	10	68755172	68755238	67
	10	68759318	68759414	97
SAR1A	10	70147289	70170523	23235
ETHE1	19	43506719	43527230	20512
ESYT1	12	56118250	56144674	26425
SLC9A3-AS1	5	473236	480884	7649
OCM2	7	97984687	97991169	6483
CCDC201	7	45859994	45873082	13089
Y_RNA	7	69507510	69507622	113
CT66	7	69594793	69597493	2701
	5	524109	527448	3340
AUTS2	7	69598296	70793506	1195211
	6	142788123	142794086	5964
ZNF575	19	43525497	43536130	10634
MIR4456	5	535840	535882	43
HIVEP2-DT	6	142946406	142957945	11540
CEP72-DT	5	602620	612210	9591
WDR24	16	684622	690444	5823
CEP72	5	612340	667168	54829
LINC01277	6	142966293	143059682	93390
DHX34	19	47349315	47382704	33390
	6	143039425	143042324	2900
	6	143094034	143099645	5612
	6	71028582	71058476	29895
BECN1P2	6	71075564	71076375	812
U3	6	71126893	71127105	213
TMEM121	14	105526583	105530198	3616
FOXP4-AS1	6	41452889	41548621	95733
MAX	14	65006174	65102695	96522
MIR4489	11	65649192	65649253	62
RN7SL309P	11	65695552	65695837	286
KAAG1	6	24356903	24358285	1383
MS4A4E	11	60200270	60243137	42868
	10	71888499	71889171	673
CHST3	10	71964395	72013558	49164
HPAT5	6	167228200	167237517	9318
GLDN	15	51341655	51408005	66351
TPPP	5	659862	693352	33491
RPS10-NUDT3	6	34284887	34426071	141185
	10	72053294	72054037	744
SPOCK2	10	72059034	72089032	29999
	16	689001	692554	3554
	5	675826	676616	791
RHOT2	16	668100	674174	6075
BRD9P2	5	767382	768930	1549
	5	770005	770113	109
SPICP4	5	58198	58915	718
SPCS2P3	5	816346	817001	656
RNU6-572P	5	139221758	139221837	80
SNHG4	5	139274102	139284899	10798
LTBP3	11	65538559	65558930	20372
EPHB2	1	22710839	22921500	210662
RPS10	6	34417454	34426069	8616
MEIS3	19	47403124	47419527	16404
SNORA74D	5	139276180	139276320	141
SNORA74A	5	139278781	139278978	198
ASCC1	10	72096032	72217134	121103
	15	57979716	57980646	931
	15	57990217	57990636	420
ALDH1A2-AS1	15	58065225	58071043	5819
AQP9	15	58138169	58185911	47743
MATR3	5	139293674	139331677	38004
MCPH1-DT	8	6403551	6407142	3592
FAM66B	8	7298744	7355359	56616
LINC02080	17	76799044	76807102	8059
ZC3H10	12	56118260	56127514	9255
	17	76831684	76841099	9416
LINC00868	17	76849840	76861836	11997
	15	58146496	58146831	336
MTCO3P23	15	58150275	58150563	289
MGAT5B	17	76868404	76950393	81990
MTND3P12	15	58150635	58150962	328
DEFB109C	8	7990270	7997645	7376
	12	56118968	56119939	972
FAM85B	8	8167819	8226614	58796
	15	58151033	58152513	1481
	12	56120033	56129619	9587
FAM86B3P	8	8228605	8237275	8671
MTND5P32	15	58152606	58154407	1802
MTCYBP23	15	58154960	58156061	1102
MYL6B-AS1	12	56150796	56158220	7425
PACSIN1	6	34466061	34535229	69169
	15	58200606	58201018	413
	8	6780874	6789021	8148
	15	58454327	58454982	656
XKR5	8	6808517	6835524	27008
	15	58456188	58456348	161
MYL6	12	56158346	56163496	5151
MYO9A	15	71822291	72118577	296287
GS1-24F4.2	8	6835535	6885276	49742
DEFB1	8	6870592	6877936	7345
RPL23AP96	8	6898878	6899468	591
DEFA6	8	6924697	6926076	1380
RNU2-14P	14	65124352	65124542	191
LINC02324	14	65197254	65222443	25190
	8	6928608	6930473	1866
DEFA4	8	6935820	6938306	2487
	14	65234515	65235101	587
RPL21P7	14	65266638	65267690	1053
RPL36AP2	14	65268829	65269098	270
PTBP1P	14	65279267	65281166	1900
DEFA8P	8	6950726	6951599	874
	14	64703391	64703797	407
RPPH1-2P	14	64909488	64909780	293
MYH6	14	23381982	23408273	26292
DEFA9P	8	6959289	6960161	873
SPDEF	6	34537802	34556333	18532
DEFA10P	8	6968141	6969113	973
DEFA1	8	6977649	6980092	2444
DEFT1P	8	6987368	6988274	907
DEFB109B	8	7312722	7320096	7375
DEFB108C	8	7373114	7377500	4387
TMCO1	1	165724293	165827755	103463
DEFB105B	8	7487679	7489593	1915
	7	70837738	70838013	276
	7	140767530	140795643	28114
EGFR	7	55019017	55211628	192612
DEFB109A	8	12393209	12400365	7157
	17	76950317	76969156	18840
IFITM3P3	6	34576258	34576656	399
PRAG1	8	8317736	8386439	68704
ILRUN	6	34587288	34696859	109572
	17	76957023	76958222	1200
	17	76966285	76969530	3246
Metazoa_SRP	17	77014880	77015138	259
	17	6163893	6190541	26649
LINC02949	8	8414204	8424648	10445
RNU6-1264P	17	6207163	6207269	107
BTF3P14	17	6322413	6323228	816
LINC02950	8	8456715	8461337	4623
	8	8555738	8560965	5228
	17	45452844	45464065	11222
	8	8559894	8562124	2231
MIR4315-1	17	45475363	45475435	73
Metazoa_SRP	17	45526466	45526746	281
	8	8561386	8574038	12653
	17	45531577	45533838	2262
	17	45533963	45534710	748
	17	45545804	45563230	17427
RPL7P25	6	34616538	34617258	721
RN7SL178P	8	8582352	8582655	304
RN7SL200P	6	34685355	34685642	288
	17	45549781	45558738	8958
	8	8665497	8669404	3908
	6	34686602	34687106	505
RDM1P1	17	45553710	45559070	5361
ILRUN-AS1	6	34696317	34697478	1162
CLDN23	8	8701937	8704096	2160
DND1P1	17	45585871	45586929	1059
	17	45586452	45588379	1928
	17	45592621	45593369	749
	8	8714055	8719536	5482
	6	34715613	34715940	328
MAPK8IP1P2	17	45600869	45602340	1472
	8	8723693	8782479	58787
RPS26P8	17	45608571	45608918	348
FOXP4	6	41546381	41602384	56004
CHCT1	17	60392429	60431426	38998
MFHAS1	8	8783354	8893630	110277
RNU6-682P	8	8895813	8895918	106
	8	8933721	8934006	286
SNORA70	8	8961575	8961708	134
	9	34665607	34681981	16375
ERI1	8	9002147	9116746	114600
CCL21	9	34709005	34710136	1132
SLC8A2	19	47428017	47471893	43877
APPBP2	17	60443158	60526242	83085
	9	34810020	34895175	85156
	9	34832645	34838586	5942
RAD51B	14	67819779	68730218	910440
TGFBR1	9	99104038	99154192	50155
	10	72272288	72273704	1417
Metazoa_SRP	10	101912998	101913279	282
Y_RNA	10	101952605	101952704	100
PITX3	10	102230189	102241512	11324
	19	47469910	47478550	8641
C10orf95-AS1	10	102449816	102461106	11291
KPTN	19	47475150	47484265	9116
MIR4660	8	9048445	9048518	74
RNU7-55P	8	9072455	9072516	62
Metazoa_SRP	8	9091240	9091508	269
PPP1R3B	8	9136255	9151574	15320
OR2H4P	6	29215236	29216179	944
	6	29212886	29216933	4048
OR2N1P	6	29137880	29138816	937
	6	29137410	29142934	5525
OR2B4P	6	29290711	29291653	943
LINC03003	6	29223973	29292963	68991
	8	9141424	9145503	4080
	17	60513190	60513550	361
	17	60562010	60562161	152
LINC00680	6	57959029	57961345	2317
LINC01999	17	60564547	60586623	22077
RPSAP66	17	60564740	60565671	932
PPP1R3B-DT	8	9151695	9425524	273830
LINC00680	6	57946074	57961501	15428
LDHAP5	10	118932674	118933295	622
RNU6-623P	17	60662333	60662437	105
NANOS1	10	119029714	119033730	4017
RN7SL606P	17	60696313	60696605	293
RPL36AP46	17	60727165	60727482	318
Y_RNA	17	60748940	60749046	107
KRT18P61	17	60810165	60811462	1298
HMGN1P28	17	60851382	60851745	364
RN7SL448P	17	60899891	60900185	295
EIF3A	10	119033670	119080817	47148
CDK11B	1	1635225	1659012	23788
	17	16023323	16023653	331
	17	16040472	16041273	802
RPLP1P11	17	16044621	16044961	341
RPL22P21	17	16084042	16084381	340
RNU6-314P	17	16098704	16098807	104
RNU6-862P	17	16137768	16137872	105
RN7SL442P	17	16191832	16192151	320
	15	71972206	72040265	68060
EIF5A2P1	15	72041194	72041653	460
PIGL	17	16217191	16351797	134607
RNU2-65P	15	72045183	72045367	185
HEXA-AS1	15	72376051	72378788	2738
NUTM1	15	34343315	34357737	14423
TAAR3P	6	132608252	132609276	1025
TAAR3P	6	132608225	132609302	1078
	6	23854444	23855457	1014
NPIPB13	16	30222897	30255268	32372
	6	23854139	23857646	3508
PRIM2BP	6	60281444	60544955	263512
	6	60353963	60546660	192698
HLA-V	6	29792234	29793136	903
TCP10L3	6	167358107	167382954	24848
TCP10L3	6	167357033	167384510	27478
NAPA	19	47487637	47515091	27455
TSC1	9	132891348	132946874	55527
BCLAF1P2	16	34266041	34268649	2609
CCNYL1B	16	34351499	34381110	29612
	16	34387599	34389827	2229
	16	34446566	34448866	2301
CYLD-AS1	16	50727417	50742815	15399
TRPM1	15	31001065	31161160	160096
Y_RNA	16	14275508	14275600	93
MIR193BHG	16	14301389	14331067	29679
CYP21A1P	6	32005689	32008399	2711
	14	68627160	68628479	1320
TUNAR	14	95866587	95925663	59077
H2AC10P	6	26272193	26272540	348
DEFB133	6	49946101	49949444	3344
	6	49946021	49950265	4245
	6	29852363	29852491	129
HLA-DRB6	6	32553046	32558186	5141
RNASE9	14	20556093	20561047	4955
SMARCC2	12	56162359	56189567	27209
OR5P2	11	7795974	7796942	969
ZNF602P	6	28115628	28116551	924
	6	28107748	28117139	9392
	11	69985876	70015815	29940
RAET1K	6	150000090	150005157	5068
MIR193B	16	14303967	14304049	83
MIR365A	16	14309285	14309371	87
LINC02130	16	14363109	14370266	7158
	11	70014858	70021059	6202
LINC03107	16	14407668	14418908	11241
LINC02753	11	70056230	70065371	9142
MIR1288	17	16282014	16282088	75
RAET1K	6	149998019	150005166	7148
LINC02584	11	70072434	70075433	3000
	8	9158063	9158621	559
CENPV	17	16342534	16353656	11123
	8	9180251	9182519	2269
	6	52665274	52666878	1605
	8	9233013	9233449	437
RNU6-1175P	11	70075363	70075469	107
	11	70129297	70149623	20327
	6	52664366	52669155	4790
	8	9255349	9260295	4947
ANO1-AS1	11	70187788	70188509	722
FADD	11	70203296	70207390	4095
PARN	16	14435700	14632728	197029
RNU6-1151P	8	9287472	9287578	107
	8	9351238	9358441	7204
	8	9367898	9436205	68308
ZSCAN12P1	6	28092427	28092845	419
	6	28091137	28093664	2528
GSTA9P	6	52939906	52957521	17616
	11	70206291	70207390	1100
	6	52939726	52973149	33424
H2AZP4	11	70278921	70279297	377
HLA-L	6	30259625	30261703	2079
RNU6-526P	8	9371090	9371195	106
	8	9453698	9457418	3721
MIR548K	11	70283955	70284070	116
	11	70319928	70321415	1488
	11	70324871	70327209	2339
SNORA19	10	119060011	119060138	128
	11	69909184	69910994	1811
	10	119060983	119061111	129
	10	119080929	119081653	725
TNKS	8	9555912	9782346	226435
	11	69921638	69926813	5176
	10	119093140	119093341	202
VSIG10L2	11	125946044	125958647	12604
DENND10	10	119104086	119137984	33899
HLA-L	6	30259548	30293015	33468
ANO1	11	69985907	70189530	203624
UBB	17	16380798	16382745	1948
DUXAP10	14	19295306	19295921	616
DUXAP10	14	19268853	19337730	68878
	19	47487638	47489519	1882
ZNF541	19	47520690	47573148	52459
MIR3171HG	14	27258717	27259166	450
MIR3171HG	14	27259142	27845286	586145
	17	16382152	16382669	518
	14	57629926	57630688	763
FTLP12	17	16391434	16391882	449
RNA5SP195	5	139299852	139299968	117
	17	16414524	16416689	2166
	14	57629841	57631162	1322
RN7SKP64	5	139333038	139333365	328
RPL13AP3	14	55766177	55766790	614
RPL13AP3	14	55766245	55767717	1473
TRPV2	17	16415571	16437003	21433
	14	103762803	103763147	345
PAIP2	5	139341587	139369720	28134
	14	103762999	103763277	279
NDUFB4P11	14	103139675	103140069	395
	14	103139881	103141959	2079
RAP2CP1	14	103279223	103279700	478
	14	103279313	103279955	643
MED15P6	14	19485336	19489148	3813
	14	19485410	19487712	2303
	14	67615484	67616097	614
	14	67614929	67616626	1698
BNIP3P1	14	28264554	28265133	580
	14	28264390	28265974	1585
DUXAP9	14	19104100	19104713	614
DUXAP9	14	19062316	19131167	68852
	9	94147966	94157219	9254
GABBR2	9	98288109	98708935	420827
RN7SL322P	19	47581023	47581321	299
GGN	19	38384267	38388082	3816
BTN2A3P	6	26422119	26431615	9497
ADAM21P1	14	70245491	70247660	2170
ADAM21P1	14	70245753	70247801	2049
SFXN4	10	119140767	119165714	24948
SERTAD4BP	14	62117346	62128397	11052
HLA-DPB2	6	33112516	33129084	16569
ZNF204P	6	27358252	27359854	1603
	6	27356451	27375277	18827
H2AC2P	6	25732497	25732827	331
	14	102052548	102052854	307
	6	25732433	25737513	5081
	14	102036315	102066228	29914
TEX21P	14	64346171	64374666	28496
SOD2	6	159669069	159762529	93461
	19	38385522	38386759	1238
SPRED3	19	38388421	38399587	11167
	14	64341673	64387986	46314
	5	139364677	139369717	5041
SRP54-AS1	14	34954859	34982526	27668
	17	16427474	16428719	1246
SNORD49B	17	16439505	16439576	72
COX20P2	2	230957593	230957950	358
SNORD49A	17	16440036	16440106	71
SLC23A1	5	139367196	139384553	17358
	14	34911580	34982912	71333
	17	16440479	16440952	474
SNORD65	17	16441226	16441298	73
KRTAP2-1	17	41046541	41047316	776
	2	164573741	164574054	314
	2	164687287	164687596	310
KRTAP4-8	17	41096981	41098142	1162
KRTAP1-4	17	41029351	41030195	845
KLHL10	17	41835685	41848384	12700
SNORA70F	2	164687643	164687777	135
RNA5SP110	2	164858432	164858546	115
	2	165794851	165810010	15160
ZNF600	19	52749942	52786807	36866
IFI27	14	94104836	94116695	11860
	17	41848518	41851447	2930
KLHL11	17	41848518	41865423	16906
TTC21B	2	165857475	165953851	96377
ZNF320	19	52860851	52897693	36843
ACLY	17	41866917	41930542	63626
FOLR3	11	72114869	72139892	25024
PRDX3	10	119167720	119178812	11093
EXOC5	14	57200507	57268905	68399
	8	9658295	9658438	144
NFILZ	19	8630633	8681151	50519
MIR597	8	9741672	9741768	97
MIR124-1HG	8	9899871	9919233	19363
NKPD1	19	45149744	45160982	11239
MZB1	5	139387467	139390081	2615
PPIAP59	19	50927079	50927571	493
KLK5	19	50943303	50953093	9791
PCSK7	11	117204337	117232525	28189
	6	32893197	32894665	1469
	6	32894299	32903758	9460
TAP2	6	32821833	32838739	16907
RIGI	9	32455302	32526348	71047
MIR124-1	8	9903388	9903472	85
	8	9984004	10055041	71038
MSRA-DT	8	10050485	10054254	3770
MSRA	8	10054292	10428891	374600
PROB1	5	139390592	139395104	4513
DNAJC18	5	139408588	139444491	35904
GRK5	10	119207571	119459745	252175
IRF5	7	128937457	128950038	12582
	19	50950185	50963649	13465
	8	10118005	10147478	29474
	8	10275499	10279737	4239
	8	10336782	10337677	896
KLK6	19	50958631	50969673	11043
	8	10433672	10438312	4641
FOXG1	14	28764329	28770277	5949
LINC03022	8	10474565	10482388	7824
GRK5-IT1	10	119208531	119211760	3230
MYH7	14	23412740	23435660	22921
RN7SL749P	10	119212857	119213146	290
	10	119330233	119336182	5950
MIR4681	10	119377972	119378043	72
	10	89651998	89701420	49423
PRSS52P	8	10474789	10475045	257
RNU6-729P	8	10476223	10476329	107
	8	10476591	10479446	2856
RNU5B-4P	5	139447907	139448017	111
	5	148970340	148970653	314
RNU6-732P	5	149057554	149057656	103
MIR584	5	149062313	149062409	97
RN7SKP145	5	149116178	149116480	303
PANK1	10	89579497	89645242	65746
PRSS51	8	10482878	10547624	64747
HTR1A	5	63957874	63962507	4634
	8	10486807	10489666	2860
PRSS55	8	10525532	10554166	28635
SLCO3A1	15	91853708	92172435	318728
RP1L1	8	10606349	10712187	105839
MIR4286	8	10666978	10667070	93
C8orf74	8	10672628	10700590	27963
ACSL6	5	131949973	132012243	62271
KIF20B	10	89701590	89774939	73350
	19	50962197	50962781	585
KLK7	19	50976468	50984099	7632
	12	56162359	56190284	27926
RNF41	12	56202179	56221933	19755
AGBL2	11	47659591	47715389	55799
RNA5SP252	8	10686569	10686687	119
SOX7	8	10723768	10730511	6744
PINX1	8	10725399	10839847	114449
	15	92148752	92331037	182286
	8	10729314	10772910	43597
	15	92162798	92172436	9639
DUXAP6	15	92281484	92282084	601
PINX1	8	10764961	10839884	74924
NPM1P5	15	92285841	92286678	838
ST8SIA2	15	92393881	92468728	74848
	9	32455323	32552603	97281
	9	32633454	32648685	15232
GTF3AP1	9	6195934	6197248	1315
IL33	9	6215786	6257983	42198
SAMD4B	19	39342421	39385710	43290
MIR1322	8	10825373	10825443	71
PINX1-DT	8	10839964	10847594	7631
	8	10856085	10859436	3352
	6	31826841	31827443	603
XKR6	8	10896045	11201833	305789
C2	6	31897785	31945673	47889
	15	92417547	92417689	143
ENO1P2	15	92420860	92422735	1876
MIR598	8	11035206	11035302	97
DEFB109D	8	12150888	12158033	7146
	15	92470233	92471546	1314
FAM90A2P	8	12172761	12175771	3011
C15orf32	15	92471654	92501117	29464
ARCN1	11	118572390	118603033	30644
ENPP7P12	8	12205759	12216339	10581
RPL23AP53	8	213251	213707	457
	8	213186	232231	19046
	15	93089403	93760886	671484
GPR108	19	6729914	6737580	7667
RPL37P6	8	56588407	56588700	294
	8	56588385	56588787	403
	9	6276640	6276974	335
NARS1P2	8	62110524	62111202	679
SELENOTP1	9	6278667	6279153	487
TPD52L3	9	6328375	6331891	3517
	8	62111052	62119898	8847
REXO1L1P	8	85661524	85663497	1974
LINC00174	7	66376044	66493566	117523
	8	85656442	85663039	6598
REXO1L6P	8	85826953	85828467	1515
REXO1L2P	8	85826865	85827942	1078
NACA4P	8	101368910	101369550	641
	8	101361794	101372707	10914
RPS20P22	8	38434387	38434743	357
